summoners,result,time,champion,d_spell,f_spell,kill,deths,assist,level,kill_part,cs,ward
BRO Delight,Defeat,22m 57s,Tahm Kench,Ignite,Flash,3,3,3,12,55,145,6
BRO Delight,Victory,15m 22s,Zilean,Exhaust,Flash,0,0,3,9,23,27,6
BRO Delight,Defeat,38m 10s,Pyke,Ignite,Flash,3,13,7,13,29,52,25
BRO Delight,Victory,27m 43s,Zilean,Exhaust,Flash,0,3,18,13,46,44,15
BRO Delight,Victory,24m 49s,Rakan,Ignite,Flash,5,3,17,13,61,49,14
BRO Delight,Victory,32m 55s,Rakan,Ignite,Flash,3,4,26,15,88,48,19
BRO Delight,Defeat,16m 25s,Tahm Kench,Ignite,Flash,1,5,5,9,67,34,6
BRO Delight,Defeat,19m 10s,Rell,Ignite,Flash,1,6,3,9,50,35,9
BRO Delight,Victory,38m 21s,Rakan,Ignite,Flash,3,6,19,15,81,25,19
BRO Delight,Defeat,35m 36s,Gragas,Ignite,Flash,4,14,19,16,52,26,17
BRO Delight,Victory,21m 13s,Sett,Ignite,Flash,2,2,11,10,48,40,12
13aize,Victory,15m 17s,Ezreal,Flash,Cleanse,6,1,6,10,48,147,0
13aize,Victory,31m 8s,Ezreal,Flash,Heal,10,7,11,17,68,296,2
13aize,Victory,38m 10s,Ezreal,Flash,Heal,5,5,11,18,39,302,3
13aize,Defeat,27m 43s,Xayah,Flash,Heal,9,6,2,16,50,269,3
13aize,Defeat,20m 18s,Kalista,Flash,Cleanse,13,9,15,17,62,89,0
13aize,Victory,20m 42s,Xayah,Flash,Cleanse,17,8,12,18,56,81,0
13aize,Defeat,22m 2s,Miss Fortune,Flash,Heal,3,9,10,11,76,116,0
13aize,Victory,27m 12s,Ezreal,Flash,Heal,8,5,10,14,55,231,4
13aize,Victory,24m 34s,Ezreal,Flash,Heal,9,6,15,13,57,162,3
13aize,Victory,23m 42s,Senna,Flash,Barrier,1,3,18,13,53,38,6
13aize,Victory,15m 13s,Ezreal,Flash,Heal,5,2,0,10,19,135,2
13aize,Victory,20m 40s,Zed,Flash,Ignite,13,6,16,18,56,44,0
13aize,Defeat,18m 18s,Nidalee,Flash,Ignite,16,8,17,17,73,62,0
13aize,Defeat,21m 6s,Lee Sin,Flash,Mark,6,6,15,18,68,58,0
13aize,Victory,27m 38s,Xayah,Flash,Heal,0,3,13,15,36,253,5
13aize,Victory,15m 49s,Xayah,Flash,Heal,8,1,4,11,55,139,1
13aize,Remake,3m 13s,Ezreal,Flash,Exhaust,0,0,2,3,100,10,0
13aize,Defeat,14m 1s,Lee Sin,Flash,Mark,3,7,16,14,61,37,0
13aize,Defeat,14m 27s,Kindred,Flash,Cleanse,5,5,12,13,68,36,0
13aize,Defeat,14m 56s,Twitch,Flash,Cleanse,5,7,6,13,52,22,0
KING MIR,Victory,33m 13s,Renekton,Teleport,Flash,8,8,14,17,49,221,4
KING MIR,Defeat,26m 39s,Ahri,Teleport,Flash,6,12,8,14,42,179,5
KING MIR,Defeat,27m 40s,Sylas,Teleport,Flash,5,5,5,15,42,194,3
KING MIR,Victory,13m 49s,Kai'Sa,Exhaust,Flash,6,3,4,14,37,123,0
KING MIR,Victory,26m 57s,Lee Sin,Exhaust,Flash,16,10,8,18,57,149,12
KING MIR,Victory,15m 13s,Veigar,Exhaust,Flash,20,3,12,14,64,86,0
KING MIR,Defeat,23m 57s,Rammus,Exhaust,Flash,9,9,14,16,66,92,0
KING MIR,Victory,11m 0s,Miss Fortune,Exhaust,Flash,12,1,1,13,65,103,0
KING MIR,Victory,14m 59s,Ahri,Exhaust,Flash,1,6,7,13,42,89,0
KING MIR,Victory,27m 34s,Thresh,Exhaust,Flash,19,3,9,18,78,234,2
KING MIR,Defeat,22m 45s,Vel'Koz,Clarity,Flash,9,9,31,18,68,77,0
KING MIR,Defeat,17m 27s,Sett,Mark,Flash,11,11,14,16,81,50,0
KING MIR,Victory,28m 12s,Viktor,Teleport,Flash,13,1,8,16,57,224,4
KING MIR,Defeat,20m 11s,Sylas,Teleport,Flash,1,8,2,10,19,118,5
KING MIR,Defeat,22m 4s,LeBlanc,Teleport,Flash,3,5,2,11,50,127,2
KING MIR,Defeat,26m 10s,Ryze,Teleport,Flash,2,5,6,15,50,232,2
KING MIR,Defeat,15m 56s,Galio,Teleport,Flash,2,5,2,9,67,102,3
KING MIR,Defeat,13m 41s,Gangplank,Mark,Flash,7,10,10,15,57,40,0
KING MIR,Victory,16m 51s,Nasus,Ghost,Flash,4,10,28,17,65,70,0
KING MIR,Defeat,22m 56s,Swain,Mark,Flash,10,15,36,18,72,62,0
칼과 창 방패,Victory,28m 59s,Thresh,Ignite,Flash,21,8,11,18,56,115,0
칼과 창 방패,Defeat,24m 25s,Warwick,Teleport,Flash,4,5,2,14,19,122,4
칼과 창 방패,Defeat,18m 33s,Poppy,Teleport,Flash,6,4,5,12,79,94,1
칼과 창 방패,Defeat,26m 25s,Poppy,Teleport,Flash,1,10,8,14,41,174,3
칼과 창 방패,Victory,15m 52s,Poppy,Teleport,Flash,3,3,7,10,31,71,2
칼과 창 방패,Victory,20m 16s,Poppy,Teleport,Flash,10,0,5,14,41,140,2
칼과 창 방패,Victory,30m 31s,Poppy,Teleport,Flash,8,4,9,16,41,168,2
칼과 창 방패,Victory,24m 30s,Poppy,Teleport,Flash,3,0,8,15,50,172,4
칼과 창 방패,Victory,15m 37s,Poppy,Teleport,Flash,1,2,8,11,53,82,1
칼과 창 방패,Victory,31m 59s,Poppy,Teleport,Flash,4,7,16,15,43,112,1
칼과 창 방패,Victory,25m 15s,Poppy,Teleport,Flash,5,6,5,13,27,111,2
칼과 창 방패,Victory,23m 42s,Poppy,Teleport,Flash,1,3,7,14,22,120,1
칼과 창 방패,Victory,15m 13s,Poppy,Teleport,Flash,4,2,5,9,35,69,1
칼과 창 방패,Defeat,31m 18s,Warwick,Barrier,Flash,1,8,5,15,22,142,3
칼과 창 방패,Victory,35m 36s,Warwick,Barrier,Flash,11,5,9,18,41,222,4
칼과 창 방패,Defeat,25m 58s,Poppy,Teleport,Flash,0,2,1,12,6,143,3
칼과 창 방패,Victory,33m 29s,Poppy,Ignite,Flash,9,2,8,15,55,52,10
칼과 창 방패,Defeat,15m 57s,Poppy,Teleport,Flash,1,4,2,10,33,99,1
칼과 창 방패,Defeat,21m 51s,Poppy,Teleport,Flash,2,5,2,13,44,154,3
칼과 창 방패,Victory,31m 32s,Poppy,Teleport,Flash,5,1,9,18,44,221,3
타 잔,Defeat,11m 12s,Graves,Smite,Flash,0,3,1,8,17,73,2
타 잔,Victory,22m 35s,Graves,Smite,Flash,14,2,6,14,57,182,3
타 잔,Defeat,15m 23s,Wukong,Smite,Flash,2,6,3,8,63,62,2
타 잔,Defeat,25m 41s,Nidalee,Smite,Flash,2,6,4,13,29,167,3
타 잔,Victory,20m 39s,Viego,Smite,Flash,5,2,7,12,71,131,11
타 잔,Defeat,29m 28s,Ryze,Teleport,Flash,2,7,5,14,26,197,5
타 잔,Defeat,24m 34s,Viego,Smite,Flash,8,9,5,13,59,135,12
타 잔,Victory,23m 42s,Nidalee,Smite,Flash,20,3,5,15,69,138,5
타 잔,Victory,15m 13s,Nidalee,Smite,Flash,9,1,2,11,42,124,1
타 잔,Victory,31m 18s,Lee Sin,Smite,Flash,10,5,13,17,66,195,7
타 잔,Defeat,27m 59s,Nidalee,Smite,Flash,6,4,3,15,64,195,6
타 잔,Victory,18m 37s,Taliyah,Smite,Flash,7,1,7,12,74,146,2
타 잔,Victory,27m 38s,Diana,Smite,Flash,14,6,13,15,69,216,4
타 잔,Victory,29m 51s,Hecarim,Smite,Ghost,11,3,21,16,76,170,5
타 잔,Victory,20m 54s,Kindred,Smite,Flash,6,3,6,14,48,167,5
타 잔,Defeat,22m 12s,Lillia,Smite,Flash,3,5,3,12,75,154,4
타 잔,Victory,37m 19s,Volibear,Smite,Flash,13,9,15,18,64,182,7
타 잔,Defeat,22m 38s,Nocturne,Smite,Flash,5,10,8,11,62,105,4
타 잔,Victory,15m 58s,Kayn,Smite,Flash,3,2,4,11,47,118,2
타 잔,Victory,15m 22s,Diana,Smite,Flash,5,1,7,11,80,114,2
lIlIIllIlIIllIlI,Defeat,27m 13s,Yone,Teleport,Flash,8,6,4,16,57,249,1
lIlIIllIlIIllIlI,Victory,15m 17s,Yone,Teleport,Flash,4,1,6,11,40,124,1
lIlIIllIlIIllIlI,Victory,24m 13s,Yasuo,Exhaust,Flash,7,2,9,15,62,237,2
lIlIIllIlIIllIlI,Victory,20m 10s,Yasuo,Ignite,Flash,2,3,3,13,19,170,2
lIlIIllIlIIllIlI,Victory,18m 33s,Yasuo,Ignite,Flash,6,4,4,12,48,167,2
lIlIIllIlIIllIlI,Victory,16m 27s,Yone,Cleanse,Flash,3,2,4,11,28,117,1
lIlIIllIlIIllIlI,Victory,15m 19s,Yasuo,Ignite,Flash,9,2,7,12,80,129,1
lIlIIllIlIIllIlI,Victory,35m 58s,Yone,Teleport,Flash,11,9,8,18,56,293,3
lIlIIllIlIIllIlI,Defeat,26m 12s,Yone,Teleport,Flash,7,8,6,15,50,210,3
lIlIIllIlIIllIlI,Defeat,25m 36s,Yasuo,Ignite,Flash,6,7,5,14,50,205,1
lIlIIllIlIIllIlI,Defeat,33m 13s,Yasuo,Ignite,Flash,7,8,15,16,63,249,5
lIlIIllIlIIllIlI,Defeat,20m 0s,Yone,Exhaust,Flash,5,5,1,13,33,159,0
lIlIIllIlIIllIlI,Victory,27m 40s,Yone,Ignite,Flash,10,5,9,16,59,206,0
lIlIIllIlIIllIlI,Defeat,32m 44s,Yasuo,Exhaust,Flash,9,9,8,16,55,265,2
lIlIIllIlIIllIlI,Defeat,33m 43s,Yasuo,Cleanse,Flash,9,9,5,17,44,262,7
lIlIIllIlIIllIlI,Victory,21m 28s,Yone,Cleanse,Flash,8,2,7,14,48,187,2
lIlIIllIlIIllIlI,Victory,31m 32s,Yasuo,Exhaust,Flash,15,11,7,18,50,256,0
lIlIIllIlIIllIlI,Victory,16m 28s,Sylas,Exhaust,Flash,14,5,3,16,53,157,0
lIlIIllIlIIllIlI,Defeat,23m 0s,Yasuo,Ignite,Flash,5,6,8,13,68,195,3
lIlIIllIlIIllIlI,Victory,30m 5s,Yasuo,Ignite,Flash,4,5,7,15,27,249,4
T1 Gumayusi,Victory,15m 34s,Ezreal,Exhaust,Flash,12,2,5,11,61,147,3
T1 Gumayusi,Victory,23m 29s,Xayah,Exhaust,Flash,13,4,9,15,46,226,6
T1 Gumayusi,Defeat,20m 12s,Samira,Exhaust,Flash,1,9,9,11,77,138,4
T1 Gumayusi,Victory,23m 35s,Xayah,Heal,Flash,6,6,7,14,41,205,5
T1 Gumayusi,Defeat,25m 38s,Lucian,Teleport,Flash,2,13,0,12,14,194,3
T1 Gumayusi,Defeat,21m 23s,Samira,Cleanse,Flash,0,8,1,11,20,174,3
T1 Gumayusi,Defeat,20m 58s,Yasuo,Exhaust,Flash,5,9,4,11,50,168,2
T1 Gumayusi,Victory,34m 25s,Xayah,Heal,Flash,9,7,17,18,59,376,6
T1 Gumayusi,Defeat,31m 59s,Lucian,Cleanse,Flash,5,9,15,15,67,286,6
T1 Gumayusi,Victory,25m 39s,Xayah,Heal,Flash,13,3,11,15,86,243,6
T1 Gumayusi,Defeat,24m 12s,Kha'Zix,Smite,Flash,8,9,4,12,67,117,7
T1 Gumayusi,Victory,16m 25s,Zeri,Exhaust,Flash,8,3,11,10,54,150,2
T1 Gumayusi,Victory,26m 41s,Xayah,Heal,Flash,8,8,7,15,50,233,7
T1 Gumayusi,Victory,31m 20s,Vayne,Cleanse,Flash,8,12,5,16,36,229,4
T1 Gumayusi,Victory,22m 23s,Draven,Cleanse,Flash,5,5,2,12,35,203,4
T1 Gumayusi,Victory,27m 11s,Xayah,Cleanse,Flash,17,4,8,15,64,252,5
T1 Gumayusi,Victory,24m 3s,Xayah,Exhaust,Flash,8,3,12,14,80,235,8
T1 Gumayusi,Defeat,25m 6s,Draven,Heal,Flash,9,11,3,12,46,214,6
T1 Gumayusi,Victory,37m 55s,Miss Fortune,Heal,Flash,5,6,12,18,57,367,7
T1 Gumayusi,Defeat,29m 28s,Varus,Heal,Flash,8,9,9,14,63,248,8
열심히해볼생각,Defeat,27m 8s,Renekton,Ignite,Flash,1,7,9,14,42,196,4
열심히해볼생각,Victory,27m 40s,Samira,Heal,Flash,12,2,7,15,50,246,4
열심히해볼생각,Defeat,24m 3s,Gwen,Ignite,Teleport,4,4,4,15,44,194,3
열심히해볼생각,Defeat,18m 59s,Irelia,Ignite,Teleport,4,6,2,12,50,158,2
열심히해볼생각,Defeat,25m 53s,Gwen,Ignite,Teleport,2,8,4,13,33,143,3
열심히해볼생각,Victory,16m 30s,Tryndamere,Ghost,Flash,2,0,3,12,31,156,2
열심히해볼생각,Victory,27m 13s,Tryndamere,Ghost,Flash,10,6,7,16,49,211,4
열심히해볼생각,Defeat,21m 43s,Tryndamere,Ghost,Flash,1,3,1,13,33,181,2
열심히해볼생각,Defeat,20m 50s,Renekton,Ignite,Flash,1,9,2,11,17,86,0
열심히해볼생각,Victory,22m 48s,Samira,Heal,Flash,9,4,1,13,32,181,1
열심히해볼생각,Defeat,23m 35s,Samira,Cleanse,Flash,1,5,5,12,50,192,2
열심히해볼생각,Victory,21m 18s,Tryndamere,Ghost,Flash,4,1,2,13,26,160,4
열심히해볼생각,Victory,32m 16s,Irelia,Teleport,Flash,6,6,8,17,30,267,4
열심히해볼생각,Defeat,25m 29s,Renekton,Teleport,Flash,5,4,4,14,45,215,3
열심히해볼생각,Victory,23m 46s,Irelia,Teleport,Flash,7,1,4,15,55,235,1
열심히해볼생각,Defeat,19m 1s,Gragas,Teleport,Flash,0,5,0,10,0,115,2
열심히해볼생각,Victory,21m 54s,Renekton,Ignite,Flash,10,2,5,15,38,207,2
열심히해볼생각,Defeat,34m 10s,Akali,Ignite,Teleport,15,10,8,18,53,201,4
열심히해볼생각,Defeat,15m 17s,Samira,Heal,Flash,3,5,1,9,50,103,3
열심히해볼생각,Victory,31m 8s,Tryndamere,Ghost,Flash,7,4,7,17,45,273,2
DK Sharvel,Victory,28m 18s,Qiyana,Smite,Flash,9,0,7,16,52,216,4
DK Sharvel,Victory,23m 16s,Kayn,Smite,Flash,10,4,13,15,72,190,6
DK Sharvel,Victory,24m 1s,Qiyana,Smite,Flash,4,3,9,14,48,181,4
DK Sharvel,Defeat,20m 35s,Qiyana,Smite,Flash,7,8,3,11,67,106,3
DK Sharvel,Defeat,25m 12s,Qiyana,Smite,Flash,8,8,3,13,65,141,3
DK Sharvel,Victory,29m 25s,Kayn,Smite,Flash,11,2,10,17,54,200,6
DK Sharvel,Victory,23m 42s,Karthus,Smite,Flash,14,5,14,15,68,195,4
DK Sharvel,Defeat,15m 53s,Qiyana,Smite,Flash,0,3,0,9,0,90,2
DK Sharvel,Victory,19m 13s,Qiyana,Smite,Flash,6,1,1,11,22,109,2
DK Sharvel,Defeat,18m 47s,Qiyana,Smite,Flash,1,5,1,10,40,99,4
DK Sharvel,Defeat,26m 28s,Qiyana,Smite,Flash,1,6,5,12,30,150,4
DK Sharvel,Victory,31m 57s,Qiyana,Smite,Flash,14,4,10,16,63,216,8
DK Sharvel,Victory,16m 7s,Qiyana,Smite,Flash,5,0,2,10,35,102,2
DK Sharvel,Defeat,23m 32s,Qiyana,Ignite,Flash,4,6,0,12,25,129,2
DK Sharvel,Victory,28m 11s,Qiyana,Smite,Flash,13,8,3,15,70,168,5
DK Sharvel,Defeat,22m 50s,Qiyana,Smite,Flash,18,6,1,13,68,122,4
DK Sharvel,Victory,15m 41s,Diana,Mark,Flash,17,5,26,16,66,40,0
DK Sharvel,Defeat,24m 43s,Lucian,Ignite,Flash,5,16,21,18,47,53,0
DK Sharvel,Victory,27m 50s,Qiyana,Smite,Flash,9,1,7,15,52,170,5
DK Sharvel,Defeat,35m 42s,Kayn,Smite,Flash,8,8,5,17,57,229,8
쪼렙이다말로하자,Victory,27m 4s,Zoe,Ignite,Flash,4,3,11,15,65,183,3
쪼렙이다말로하자,Defeat,30m 31s,Ahri,Cleanse,Flash,1,7,9,15,48,212,6
쪼렙이다말로하자,Defeat,23m 16s,Lulu,Ignite,Flash,1,7,6,10,50,13,6
쪼렙이다말로하자,Victory,32m 57s,Senna,Heal,Flash,11,11,26,17,65,80,1
쪼렙이다말로하자,Defeat,37m 27s,Irelia,Ignite,Flash,15,15,9,17,47,278,1
쪼렙이다말로하자,Victory,24m 26s,Zoe,Ignite,Flash,11,2,11,14,63,156,3
쪼렙이다말로하자,Victory,31m 12s,Zoe,Ignite,Flash,12,5,9,16,58,213,3
쪼렙이다말로하자,Victory,31m 53s,Karma,Ignite,Flash,2,7,25,15,63,23,11
쪼렙이다말로하자,Defeat,23m 36s,Ahri,Teleport,Flash,1,2,4,13,28,183,5
쪼렙이다말로하자,Victory,16m 15s,Lulu,Ignite,Flash,1,1,11,9,55,18,4
쪼렙이다말로하자,Defeat,22m 25s,Ahri,Teleport,Flash,4,3,4,13,50,176,0
쪼렙이다말로하자,Defeat,15m 18s,Lulu,Exhaust,Flash,0,2,2,8,67,8,8
쪼렙이다말로하자,Defeat,28m 7s,Zoe,Ignite,Flash,11,7,4,15,56,188,2
쪼렙이다말로하자,Defeat,20m 31s,Ahri,Exhaust,Flash,3,6,4,12,50,139,4
쪼렙이다말로하자,Victory,22m 12s,Illaoi,Teleport,Flash,13,3,3,15,50,205,3
쪼렙이다말로하자,Defeat,18m 22s,Fiora,Teleport,Flash,5,5,3,12,67,129,1
쪼렙이다말로하자,Victory,15m 37s,Vex,Ignite,Flash,8,1,9,11,52,102,2
쪼렙이다말로하자,Victory,15m 25s,Ahri,Teleport,Flash,6,0,9,11,68,107,1
쪼렙이다말로하자,Victory,32m 42s,Zoe,Ignite,Flash,7,5,18,17,76,219,1
쪼렙이다말로하자,Victory,16m 49s,Zoe,Cleanse,Flash,2,1,4,10,32,112,4
viper3,Victory,31m 10s,Jinx,Heal,Flash,6,5,6,15,41,258,4
viper3,Defeat,20m 10s,Malzahar,Teleport,Flash,1,5,5,11,60,147,2
viper3,Defeat,16m 16s,Alistar,Exhaust,Flash,0,5,0,7,0,21,6
viper3,Defeat,19m 31s,Jinx,Heal,Flash,1,5,1,10,17,172,1
viper3,Victory,28m 46s,Nautilus,Ignite,Flash,2,5,12,13,38,33,10
viper3,Victory,20m 43s,Jinx,Heal,Flash,7,2,7,12,50,167,1
viper3,Victory,25m 43s,Thresh,Ignite,Flash,3,3,20,14,64,30,8
viper3,Defeat,18m 54s,Xayah,Heal,Flash,6,9,5,10,79,101,4
viper3,Victory,12m 24s,Aatrox,Mark,Flash,12,6,17,14,71,10,0
viper3,Victory,26m 9s,Jinx,Heal,Flash,8,2,13,15,58,230,4
viper3,Victory,15m 17s,Miss Fortune,Heal,Flash,5,0,4,9,56,119,2
viper3,Victory,23m 53s,Orianna,Teleport,Flash,2,0,5,14,44,203,5
viper3,Defeat,26m 35s,Miss Fortune,Exhaust,Flash,5,7,5,13,38,214,3
viper3,Victory,14m 51s,Brand,Ignite,Flash,6,6,22,15,68,36,0
viper3,Victory,24m 14s,Jinx,Heal,Flash,11,2,11,14,69,213,1
viper3,Victory,15m 41s,Ashe,Heal,Flash,7,3,5,10,43,127,3
viper3,Defeat,16m 38s,Sylas,Mark,Flash,5,15,14,14,53,15,0
viper3,Defeat,15m 43s,Miss Fortune,Heal,Flash,1,4,4,8,71,104,4
viper3,Victory,16m 11s,Ezreal,Heal,Flash,7,1,8,10,63,153,0
viper3,Defeat,29m 55s,Zeri,Heal,Flash,8,6,7,14,68,294,4
ilove camille,Defeat,21m 40s,Ryze,Flash,Teleport,5,7,2,13,50,185,1
ilove camille,Victory,25m 9s,Malphite,Flash,Teleport,2,4,7,14,30,182,5
ilove camille,Victory,22m 48s,Jax,Flash,Teleport,10,4,3,15,42,192,5
ilove camille,Victory,23m 35s,Jax,Flash,Teleport,7,3,4,14,50,135,4
ilove camille,Victory,27m 49s,Jax,Flash,Teleport,5,8,4,16,26,183,2
ilove camille,Victory,24m 41s,Fiora,Flash,Teleport,6,8,2,14,21,171,2
ilove camille,Victory,22m 13s,Camille,Ignite,Teleport,4,8,3,14,20,153,2
ilove camille,Defeat,27m 30s,Irelia,Flash,Teleport,5,10,2,15,39,210,3
ilove camille,Defeat,15m 32s,Gwen,Ignite,Teleport,3,4,0,9,21,94,3
ilove camille,Defeat,30m 20s,Irelia,Flash,Teleport,2,10,2,16,15,245,3
ilove camille,Victory,15m 59s,Ryze,Flash,Teleport,1,2,6,11,32,144,2
ilove camille,Defeat,24m 48s,Irelia,Flash,Teleport,4,9,1,14,38,218,4
ilove camille,Victory,20m 0s,Jax,Flash,Teleport,1,7,3,12,17,132,0
ilove camille,Victory,32m 44s,Camille,Ignite,Teleport,8,10,12,17,43,154,3
ilove camille,Defeat,15m 28s,Irelia,Flash,Teleport,0,3,1,10,33,137,2
ilove camille,Victory,21m 41s,Irelia,Flash,Teleport,2,1,4,15,22,238,1
ilove camille,Defeat,29m 8s,Ahri,Flash,Teleport,2,6,6,14,40,190,5
ilove camille,Victory,15m 56s,Camille,Ignite,Teleport,8,1,0,12,38,120,2
ilove camille,Defeat,31m 39s,Jax,Flash,Teleport,4,4,4,16,30,261,4
ilove camille,Victory,32m 44s,Camille,Flash,Teleport,5,4,8,18,41,272,4
Carecare1,Defeat,39m 7s,Azir,Flash,Ignite,5,13,19,18,41,234,3
Carecare1,Defeat,21m 20s,Zoe,Flash,Ignite,1,4,1,11,17,153,2
Carecare1,Victory,24m 19s,Zoe,Flash,Ignite,3,4,6,14,33,162,2
Carecare1,Victory,35m 54s,Zoe,Flash,Ignite,13,4,5,17,44,235,5
Carecare1,Defeat,15m 20s,Zoe,Flash,Ignite,1,8,1,8,67,60,0
Carecare1,Victory,31m 9s,Zoe,Flash,Ignite,6,4,7,16,50,214,1
Carecare1,Victory,17m 11s,Azir,Flash,Teleport,5,1,11,11,73,122,2
Carecare1,Defeat,16m 39s,LeBlanc,Flash,Teleport,0,3,3,10,38,118,3
Carecare1,Defeat,27m 23s,Azir,Flash,Teleport,2,5,9,14,42,183,4
Carecare1,Defeat,29m 7s,Azir,Flash,Teleport,2,5,6,15,44,247,5
Carecare1,Victory,24m 11s,LeBlanc,Flash,Ignite,14,1,8,16,59,217,3
Carecare1,Defeat,31m 43s,Azir,Flash,Teleport,7,5,5,18,33,309,6
Carecare1,Defeat,22m 55s,Azir,Flash,Teleport,5,5,4,13,47,172,1
Carecare1,Victory,25m 38s,Azir,Flash,Teleport,3,4,9,15,32,199,3
Carecare1,Victory,21m 11s,Kai'Sa,Flash,Heal,16,2,5,13,78,205,2
Carecare1,Victory,29m 0s,Azir,Flash,Teleport,12,6,6,17,50,213,2
Carecare1,Victory,15m 19s,Azir,Flash,Teleport,2,1,2,11,21,116,4
Carecare1,Defeat,20m 12s,LeBlanc,Flash,Ignite,4,2,1,12,38,149,2
Carecare1,Victory,23m 35s,Gangplank,Flash,Teleport,6,3,7,14,41,165,4
Carecare1,Defeat,20m 11s,Azir,Flash,Teleport,3,7,2,11,33,129,1
재훈이의모함,Defeat,38m 16s,Renata Glasc,Flash,Ignite,1,5,14,13,52,19,13
재훈이의모함,Defeat,21m 5s,Rakan,Flash,Ignite,0,3,7,9,50,17,7
재훈이의모함,Victory,40m 21s,Sion,Flash,Teleport,8,4,13,18,49,283,3
재훈이의모함,Victory,15m 40s,Rakan,Flash,Ignite,1,0,10,9,65,30,5
재훈이의모함,Defeat,16m 30s,Yuumi,Exhaust,Ignite,1,2,4,9,100,8,3
재훈이의모함,Victory,27m 13s,Karma,Flash,Ignite,5,4,20,13,71,31,8
재훈이의모함,Defeat,21m 43s,Nami,Flash,Ignite,0,5,1,10,17,11,4
재훈이의모함,Victory,20m 50s,Karma,Flash,Ignite,3,6,16,10,49,11,6
재훈이의모함,Defeat,25m 9s,Renata Glasc,Flash,Ignite,4,5,8,11,71,16,11
재훈이의모함,Defeat,22m 48s,Nami,Flash,Ignite,1,6,7,11,57,13,8
재훈이의모함,Victory,23m 35s,Renata Glasc,Flash,Ignite,4,1,10,11,64,17,8
재훈이의모함,Victory,42m 47s,Karma,Flash,Ignite,4,3,22,17,63,30,7
재훈이의모함,Defeat,33m 31s,Rakan,Flash,Ignite,2,4,15,12,85,19,7
재훈이의모함,Victory,21m 58s,Tahm Kench,Flash,Ignite,1,1,8,11,47,36,5
재훈이의모함,Defeat,23m 46s,Nautilus,Flash,Ignite,0,5,7,9,50,32,8
재훈이의모함,Victory,19m 1s,Alistar,Flash,Ignite,2,0,12,10,61,34,5
재훈이의모함,Defeat,21m 54s,Nami,Flash,Heal,2,6,9,10,55,3,4
재훈이의모함,Victory,34m 10s,Lulu,Flash,Ignite,2,8,20,15,49,24,12
재훈이의모함,Victory,15m 34s,Karma,Flash,Ignite,5,1,14,10,68,11,4
재훈이의모함,Defeat,31m 8s,Karma,Flash,Ignite,4,9,19,13,61,9,13
꿀꿀벌이야,Victory,22m 5s,Renata Glasc,Ignite,Flash,1,0,23,12,60,4,9
꿀꿀벌이야,Victory,21m 41s,Alistar,Ignite,Flash,0,7,20,11,59,22,7
꿀꿀벌이야,Defeat,21m 49s,Nautilus,Ignite,Flash,0,4,5,10,63,27,12
꿀꿀벌이야,Defeat,19m 48s,Renata Glasc,Ignite,Flash,0,6,5,9,63,6,7
꿀꿀벌이야,Defeat,18m 12s,Karma,Ignite,Flash,2,2,2,8,57,16,7
꿀꿀벌이야,Victory,19m 53s,Sett,Ghost,Flash,12,12,12,18,53,19,0
꿀꿀벌이야,Victory,10m 5s,Kai'Sa,Cleanse,Flash,13,4,9,12,100,37,0
꿀꿀벌이야,Victory,8m 45s,Sett,Ghost,Flash,2,2,8,11,50,21,0
꿀꿀벌이야,Defeat,35m 44s,Xayah,Heal,Flash,5,9,8,15,37,272,6
꿀꿀벌이야,Defeat,29m 6s,Yone,Teleport,Flash,3,7,5,15,31,228,4
꿀꿀벌이야,Victory,29m 16s,LeBlanc,Ignite,Flash,7,6,7,15,30,155,4
꿀꿀벌이야,Defeat,9m 9s,Galio,Mark,Flash,4,5,12,10,76,21,0
꿀꿀벌이야,Defeat,35m 0s,Vex,Ignite,Flash,7,8,13,16,71,199,6
꿀꿀벌이야,Victory,37m 15s,Irelia,Teleport,Flash,15,9,11,18,60,323,2
꿀꿀벌이야,Victory,20m 3s,Xayah,Heal,Flash,11,1,11,12,61,164,4
꿀꿀벌이야,Victory,34m 32s,Ezreal,Heal,Flash,10,6,6,15,36,250,2
꿀꿀벌이야,Victory,22m 52s,Xayah,Heal,Flash,7,4,6,13,41,212,1
꿀꿀벌이야,Victory,34m 57s,Lucian,Heal,Flash,16,8,17,17,63,277,1
꿀꿀벌이야,Defeat,39m 42s,Caitlyn,Heal,Flash,4,8,14,18,45,305,3
꿀꿀벌이야,Victory,20m 58s,Xayah,Heal,Flash,12,4,6,12,78,180,2
nodfan,Defeat,24m 3s,Viego,Flash,Smite,1,5,6,13,47,140,1
nodfan,Defeat,23m 51s,Graves,Flash,Smite,4,5,5,13,56,168,4
nodfan,Defeat,17m 11s,Viego,Flash,Smite,2,5,7,9,90,76,3
nodfan,Victory,15m 35s,Viego,Flash,Smite,10,3,5,10,60,78,9
nodfan,Victory,22m 40s,Kindred,Flash,Smite,16,6,7,15,62,158,2
nodfan,Defeat,24m 9s,Lee Sin,Flash,Smite,6,4,8,12,67,135,5
nodfan,Defeat,21m 40s,Ekko,Flash,Smite,1,3,5,12,46,158,0
nodfan,Defeat,24m 13s,Karthus,Flash,Smite,5,8,3,13,57,177,0
nodfan,Victory,24m 14s,Karthus,Flash,Smite,16,1,11,16,79,240,4
