summoners,result,time,champion,d_spell,f_spell,kill,deths,assist,level,kill_part,cs,ward,kda
13aize,1,949,Xayah,Flash,Heal,8,1,4,11,55,139,1,12.0
13aize,0,841,Lee Sin,Flash,Mark,3,7,16,14,61,37,0,2.7
13aize,0,867,Kindred,Flash,Cleanse,5,5,12,13,68,36,0,3.4
13aize,0,896,Twitch,Flash,Cleanse,5,7,6,13,52,22,0,1.6
KING MIR,1,1993,Renekton,Teleport,Flash,8,8,14,17,49,221,4,2.8
KING MIR,0,1599,Ahri,Teleport,Flash,6,12,8,14,42,179,5,1.2
KING MIR,0,1660,Sylas,Teleport,Flash,5,5,5,15,42,194,3,2.0
KING MIR,1,829,Kai'Sa,Exhaust,Flash,6,3,4,14,37,123,0,3.3
KING MIR,1,1617,Lee Sin,Exhaust,Flash,16,10,8,18,57,149,12,2.4
KING MIR,1,913,Veigar,Exhaust,Flash,20,3,12,14,64,86,0,10.7
KING MIR,0,1437,Rammus,Exhaust,Flash,9,9,14,16,66,92,0,2.6
KING MIR,1,660,Miss Fortune,Exhaust,Flash,12,1,1,13,65,103,0,13.0
KING MIR,1,899,Ahri,Exhaust,Flash,1,6,7,13,42,89,0,1.3
KING MIR,1,1654,Thresh,Exhaust,Flash,19,3,9,18,78,234,2,9.3
KING MIR,0,1365,Vel'Koz,Clarity,Flash,9,9,31,18,68,77,0,4.4
KING MIR,1,1692,Viktor,Teleport,Flash,13,1,8,16,57,224,4,21.0
KING MIR,0,1211,Sylas,Teleport,Flash,1,8,2,10,19,118,5,0.4
KING MIR,0,1324,LeBlanc,Teleport,Flash,3,5,2,11,50,127,2,1.0
KING MIR,0,1570,Ryze,Teleport,Flash,2,5,6,15,50,232,2,1.6
KING MIR,0,956,Galio,Teleport,Flash,2,5,2,9,67,102,3,0.8
KING MIR,1,1011,Nasus,Ghost,Flash,4,10,28,17,65,70,0,3.2
칼과 창 방패,1,1739,Thresh,Ignite,Flash,21,8,11,18,56,115,0,4.0
칼과 창 방패,0,1465,Warwick,Teleport,Flash,4,5,2,14,19,122,4,1.2
칼과 창 방패,0,1113,Poppy,Teleport,Flash,6,4,5,12,79,94,1,2.8
칼과 창 방패,0,1585,Poppy,Teleport,Flash,1,10,8,14,41,174,3,0.9
칼과 창 방패,1,952,Poppy,Teleport,Flash,3,3,7,10,31,71,2,3.3
칼과 창 방패,1,1216,Poppy,Teleport,Flash,10,0,5,14,41,140,2,18.0
칼과 창 방패,1,1831,Poppy,Teleport,Flash,8,4,9,16,41,168,2,4.2
칼과 창 방패,1,1470,Poppy,Teleport,Flash,3,0,8,15,50,172,4,13.2
칼과 창 방패,1,937,Poppy,Teleport,Flash,1,2,8,11,53,82,1,4.5
칼과 창 방패,1,1919,Poppy,Teleport,Flash,4,7,16,15,43,112,1,2.9
칼과 창 방패,1,1515,Poppy,Teleport,Flash,5,6,5,13,27,111,2,1.7
칼과 창 방패,1,1422,Poppy,Teleport,Flash,1,3,7,14,22,120,1,2.7
칼과 창 방패,1,913,Poppy,Teleport,Flash,4,2,5,9,35,69,1,4.5
칼과 창 방패,0,1878,Warwick,Barrier,Flash,1,8,5,15,22,142,3,0.8
칼과 창 방패,1,2136,Warwick,Barrier,Flash,11,5,9,18,41,222,4,4.0
칼과 창 방패,0,1558,Poppy,Teleport,Flash,0,2,1,12,6,143,3,0.5
칼과 창 방패,1,2009,Poppy,Ignite,Flash,9,2,8,15,55,52,10,8.5
칼과 창 방패,0,957,Poppy,Teleport,Flash,1,4,2,10,33,99,1,0.8
칼과 창 방패,0,1311,Poppy,Teleport,Flash,2,5,2,13,44,154,3,0.8
칼과 창 방패,1,1892,Poppy,Teleport,Flash,5,1,9,18,44,221,3,14.0
타 잔,0,672,Graves,Smite,Flash,0,3,1,8,17,73,2,0.3
타 잔,1,1355,Graves,Smite,Flash,14,2,6,14,57,182,3,10.0
타 잔,0,923,Wukong,Smite,Flash,2,6,3,8,63,62,2,0.8
타 잔,0,1541,Nidalee,Smite,Flash,2,6,4,13,29,167,3,1.0
타 잔,1,1239,Viego,Smite,Flash,5,2,7,12,71,131,11,6.0
타 잔,0,1768,Ryze,Teleport,Flash,2,7,5,14,26,197,5,1.0
타 잔,0,1474,Viego,Smite,Flash,8,9,5,13,59,135,12,1.4
타 잔,1,1422,Nidalee,Smite,Flash,20,3,5,15,69,138,5,8.3
타 잔,1,913,Nidalee,Smite,Flash,9,1,2,11,42,124,1,11.0
타 잔,1,1878,Lee Sin,Smite,Flash,10,5,13,17,66,195,7,4.6
타 잔,0,1679,Nidalee,Smite,Flash,6,4,3,15,64,195,6,2.2
타 잔,1,1117,Taliyah,Smite,Flash,7,1,7,12,74,146,2,14.0
타 잔,1,1658,Diana,Smite,Flash,14,6,13,15,69,216,4,4.5
타 잔,1,1791,Hecarim,Smite,Ghost,11,3,21,16,76,170,5,10.7
타 잔,1,1254,Kindred,Smite,Flash,6,3,6,14,48,167,5,4.0
타 잔,0,1332,Lillia,Smite,Flash,3,5,3,12,75,154,4,1.2
타 잔,1,2239,Volibear,Smite,Flash,13,9,15,18,64,182,7,3.1
타 잔,0,1358,Nocturne,Smite,Flash,5,10,8,11,62,105,4,1.3
타 잔,1,958,Kayn,Smite,Flash,3,2,4,11,47,118,2,3.5
타 잔,1,922,Diana,Smite,Flash,5,1,7,11,80,114,2,12.0
lIlIIllIlIIllIlI,0,1633,Yone,Teleport,Flash,8,6,4,16,57,249,1,2.0
lIlIIllIlIIllIlI,1,917,Yone,Teleport,Flash,4,1,6,11,40,124,1,10.0
lIlIIllIlIIllIlI,1,1453,Yasuo,Exhaust,Flash,7,2,9,15,62,237,2,8.0
lIlIIllIlIIllIlI,1,1210,Yasuo,Ignite,Flash,2,3,3,13,19,170,2,1.7
lIlIIllIlIIllIlI,1,1113,Yasuo,Ignite,Flash,6,4,4,12,48,167,2,2.5
lIlIIllIlIIllIlI,1,987,Yone,Cleanse,Flash,3,2,4,11,28,117,1,3.5
lIlIIllIlIIllIlI,1,919,Yasuo,Ignite,Flash,9,2,7,12,80,129,1,8.0
lIlIIllIlIIllIlI,1,2158,Yone,Teleport,Flash,11,9,8,18,56,293,3,2.1
lIlIIllIlIIllIlI,0,1572,Yone,Teleport,Flash,7,8,6,15,50,210,3,1.6
lIlIIllIlIIllIlI,0,1536,Yasuo,Ignite,Flash,6,7,5,14,50,205,1,1.6
lIlIIllIlIIllIlI,0,1993,Yasuo,Ignite,Flash,7,8,15,16,63,249,5,2.8
lIlIIllIlIIllIlI,0,1200,Yone,Exhaust,Flash,5,5,1,13,33,159,0,1.2
lIlIIllIlIIllIlI,1,1660,Yone,Ignite,Flash,10,5,9,16,59,206,0,3.8
lIlIIllIlIIllIlI,0,1964,Yasuo,Exhaust,Flash,9,9,8,16,55,265,2,1.9
lIlIIllIlIIllIlI,0,2023,Yasuo,Cleanse,Flash,9,9,5,17,44,262,7,1.6
lIlIIllIlIIllIlI,1,1288,Yone,Cleanse,Flash,8,2,7,14,48,187,2,7.5
lIlIIllIlIIllIlI,1,1892,Yasuo,Exhaust,Flash,15,11,7,18,50,256,0,2.0
lIlIIllIlIIllIlI,1,988,Sylas,Exhaust,Flash,14,5,3,16,53,157,0,3.4
lIlIIllIlIIllIlI,0,1380,Yasuo,Ignite,Flash,5,6,8,13,68,195,3,2.2
lIlIIllIlIIllIlI,1,1805,Yasuo,Ignite,Flash,4,5,7,15,27,249,4,2.2
T1 Gumayusi,1,934,Ezreal,Exhaust,Flash,12,2,5,11,61,147,3,8.5
T1 Gumayusi,1,1409,Xayah,Exhaust,Flash,13,4,9,15,46,226,6,5.5
T1 Gumayusi,0,1212,Samira,Exhaust,Flash,1,9,9,11,77,138,4,1.1
T1 Gumayusi,1,1415,Xayah,Heal,Flash,6,6,7,14,41,205,5,2.2
T1 Gumayusi,0,1538,Lucian,Teleport,Flash,2,13,0,12,14,194,3,0.2
T1 Gumayusi,0,1283,Samira,Cleanse,Flash,0,8,1,11,20,174,3,0.1
T1 Gumayusi,0,1258,Yasuo,Exhaust,Flash,5,9,4,11,50,168,2,1.0
T1 Gumayusi,1,2065,Xayah,Heal,Flash,9,7,17,18,59,376,6,3.7
T1 Gumayusi,0,1919,Lucian,Cleanse,Flash,5,9,15,15,67,286,6,2.2
T1 Gumayusi,1,1539,Xayah,Heal,Flash,13,3,11,15,86,243,6,8.0
T1 Gumayusi,0,1452,Kha'Zix,Smite,Flash,8,9,4,12,67,117,7,1.3
T1 Gumayusi,1,985,Zeri,Exhaust,Flash,8,3,11,10,54,150,2,6.3
T1 Gumayusi,1,1601,Xayah,Heal,Flash,8,8,7,15,50,233,7,1.9
T1 Gumayusi,1,1880,Vayne,Cleanse,Flash,8,12,5,16,36,229,4,1.1
T1 Gumayusi,1,1343,Draven,Cleanse,Flash,5,5,2,12,35,203,4,1.4
T1 Gumayusi,1,1631,Xayah,Cleanse,Flash,17,4,8,15,64,252,5,6.2
T1 Gumayusi,1,1443,Xayah,Exhaust,Flash,8,3,12,14,80,235,8,6.7
T1 Gumayusi,0,1506,Draven,Heal,Flash,9,11,3,12,46,214,6,1.1
T1 Gumayusi,1,2275,Miss Fortune,Heal,Flash,5,6,12,18,57,367,7,2.8
T1 Gumayusi,0,1768,Varus,Heal,Flash,8,9,9,14,63,248,8,1.9
열심히해볼생각,0,1628,Renekton,Ignite,Flash,1,7,9,14,42,196,4,1.4
열심히해볼생각,1,1660,Samira,Heal,Flash,12,2,7,15,50,246,4,9.5
열심히해볼생각,0,1443,Gwen,Ignite,Teleport,4,4,4,15,44,194,3,2.0
열심히해볼생각,0,1139,Irelia,Ignite,Teleport,4,6,2,12,50,158,2,1.0
열심히해볼생각,0,1553,Gwen,Ignite,Teleport,2,8,4,13,33,143,3,0.8
열심히해볼생각,1,990,Tryndamere,Ghost,Flash,2,0,3,12,31,156,2,6.0
열심히해볼생각,1,1633,Tryndamere,Ghost,Flash,10,6,7,16,49,211,4,2.8
열심히해볼생각,0,1303,Tryndamere,Ghost,Flash,1,3,1,13,33,181,2,0.7
열심히해볼생각,0,1250,Renekton,Ignite,Flash,1,9,2,11,17,86,0,0.3
열심히해볼생각,1,1368,Samira,Heal,Flash,9,4,1,13,32,181,1,2.5
열심히해볼생각,0,1415,Samira,Cleanse,Flash,1,5,5,12,50,192,2,1.2
열심히해볼생각,1,1278,Tryndamere,Ghost,Flash,4,1,2,13,26,160,4,6.0
열심히해볼생각,1,1936,Irelia,Teleport,Flash,6,6,8,17,30,267,4,2.3
열심히해볼생각,0,1529,Renekton,Teleport,Flash,5,4,4,14,45,215,3,2.2
열심히해볼생각,1,1426,Irelia,Teleport,Flash,7,1,4,15,55,235,1,11.0
열심히해볼생각,0,1141,Gragas,Teleport,Flash,0,5,0,10,0,115,2,0.0
열심히해볼생각,1,1314,Renekton,Ignite,Flash,10,2,5,15,38,207,2,7.5
열심히해볼생각,0,2050,Akali,Ignite,Teleport,15,10,8,18,53,201,4,2.3
열심히해볼생각,0,917,Samira,Heal,Flash,3,5,1,9,50,103,3,0.8
열심히해볼생각,1,1868,Tryndamere,Ghost,Flash,7,4,7,17,45,273,2,3.5
DK Sharvel,1,1698,Qiyana,Smite,Flash,9,0,7,16,52,216,4,19.2
DK Sharvel,1,1396,Kayn,Smite,Flash,10,4,13,15,72,190,6,5.8
DK Sharvel,1,1441,Qiyana,Smite,Flash,4,3,9,14,48,181,4,4.3
DK Sharvel,0,1235,Qiyana,Smite,Flash,7,8,3,11,67,106,3,1.2
DK Sharvel,0,1512,Qiyana,Smite,Flash,8,8,3,13,65,141,3,1.4
DK Sharvel,1,1765,Kayn,Smite,Flash,11,2,10,17,54,200,6,10.5
DK Sharvel,1,1422,Karthus,Smite,Flash,14,5,14,15,68,195,4,5.6
DK Sharvel,0,953,Qiyana,Smite,Flash,0,3,0,9,0,90,2,0.0
DK Sharvel,1,1153,Qiyana,Smite,Flash,6,1,1,11,22,109,2,7.0
DK Sharvel,0,1127,Qiyana,Smite,Flash,1,5,1,10,40,99,4,0.4
DK Sharvel,0,1588,Qiyana,Smite,Flash,1,6,5,12,30,150,4,1.0
DK Sharvel,1,1917,Qiyana,Smite,Flash,14,4,10,16,63,216,8,6.0
DK Sharvel,1,967,Qiyana,Smite,Flash,5,0,2,10,35,102,2,8.4
DK Sharvel,0,1412,Qiyana,Ignite,Flash,4,6,0,12,25,129,2,0.7
DK Sharvel,1,1691,Qiyana,Smite,Flash,13,8,3,15,70,168,5,2.0
DK Sharvel,0,1370,Qiyana,Smite,Flash,18,6,1,13,68,122,4,3.2
DK Sharvel,0,1483,Lucian,Ignite,Flash,5,16,21,18,47,53,0,1.6
DK Sharvel,1,1670,Qiyana,Smite,Flash,9,1,7,15,52,170,5,16.0
DK Sharvel,0,2142,Kayn,Smite,Flash,8,8,5,17,57,229,8,1.6
쪼렙이다말로하자,1,1624,Zoe,Ignite,Flash,4,3,11,15,65,183,3,5.0
쪼렙이다말로하자,0,1831,Ahri,Cleanse,Flash,1,7,9,15,48,212,6,1.4
쪼렙이다말로하자,0,1396,Lulu,Ignite,Flash,1,7,6,10,50,13,6,1.0
쪼렙이다말로하자,1,1977,Senna,Heal,Flash,11,11,26,17,65,80,1,3.4
쪼렙이다말로하자,0,2247,Irelia,Ignite,Flash,15,15,9,17,47,278,1,1.6
쪼렙이다말로하자,1,1466,Zoe,Ignite,Flash,11,2,11,14,63,156,3,11.0
쪼렙이다말로하자,1,1872,Zoe,Ignite,Flash,12,5,9,16,58,213,3,4.2
쪼렙이다말로하자,1,1913,Karma,Ignite,Flash,2,7,25,15,63,23,11,3.9
쪼렙이다말로하자,0,1416,Ahri,Teleport,Flash,1,2,4,13,28,183,5,2.5
쪼렙이다말로하자,1,975,Lulu,Ignite,Flash,1,1,11,9,55,18,4,12.0
쪼렙이다말로하자,0,1345,Ahri,Teleport,Flash,4,3,4,13,50,176,0,2.7
쪼렙이다말로하자,0,918,Lulu,Exhaust,Flash,0,2,2,8,67,8,8,1.0
쪼렙이다말로하자,0,1687,Zoe,Ignite,Flash,11,7,4,15,56,188,2,2.1
쪼렙이다말로하자,0,1231,Ahri,Exhaust,Flash,3,6,4,12,50,139,4,1.2
쪼렙이다말로하자,1,1332,Illaoi,Teleport,Flash,13,3,3,15,50,205,3,5.3
쪼렙이다말로하자,0,1102,Fiora,Teleport,Flash,5,5,3,12,67,129,1,1.6
쪼렙이다말로하자,1,937,Vex,Ignite,Flash,8,1,9,11,52,102,2,17.0
쪼렙이다말로하자,1,925,Ahri,Teleport,Flash,6,0,9,11,68,107,1,18.0
쪼렙이다말로하자,1,1962,Zoe,Ignite,Flash,7,5,18,17,76,219,1,5.0
쪼렙이다말로하자,1,1009,Zoe,Cleanse,Flash,2,1,4,10,32,112,4,6.0
viper3,1,1870,Jinx,Heal,Flash,6,5,6,15,41,258,4,2.4
viper3,0,1210,Malzahar,Teleport,Flash,1,5,5,11,60,147,2,1.2
viper3,0,976,Alistar,Exhaust,Flash,0,5,0,7,0,21,6,0.0
viper3,0,1171,Jinx,Heal,Flash,1,5,1,10,17,172,1,0.4
viper3,1,1726,Nautilus,Ignite,Flash,2,5,12,13,38,33,10,2.8
viper3,1,1243,Jinx,Heal,Flash,7,2,7,12,50,167,1,7.0
viper3,1,1543,Thresh,Ignite,Flash,3,3,20,14,64,30,8,7.7
viper3,0,1134,Xayah,Heal,Flash,6,9,5,10,79,101,4,1.2
viper3,1,1569,Jinx,Heal,Flash,8,2,13,15,58,230,4,10.5
viper3,1,917,Miss Fortune,Heal,Flash,5,0,4,9,56,119,2,10.8
viper3,1,1433,Orianna,Teleport,Flash,2,0,5,14,44,203,5,8.4
viper3,0,1595,Miss Fortune,Exhaust,Flash,5,7,5,13,38,214,3,1.4
viper3,1,891,Brand,Ignite,Flash,6,6,22,15,68,36,0,4.7
viper3,1,1454,Jinx,Heal,Flash,11,2,11,14,69,213,1,11.0
viper3,1,941,Ashe,Heal,Flash,7,3,5,10,43,127,3,4.0
viper3,0,943,Miss Fortune,Heal,Flash,1,4,4,8,71,104,4,1.2
viper3,1,971,Ezreal,Heal,Flash,7,1,8,10,63,153,0,15.0
viper3,0,1795,Zeri,Heal,Flash,8,6,7,14,68,294,4,2.5
ilove camille,0,1300,Ryze,Flash,Teleport,5,7,2,13,50,185,1,1.0
ilove camille,1,1509,Malphite,Flash,Teleport,2,4,7,14,30,182,5,2.2
ilove camille,1,1368,Jax,Flash,Teleport,10,4,3,15,42,192,5,3.2
ilove camille,1,1415,Jax,Flash,Teleport,7,3,4,14,50,135,4,3.7
ilove camille,1,1669,Jax,Flash,Teleport,5,8,4,16,26,183,2,1.1
ilove camille,1,1481,Fiora,Flash,Teleport,6,8,2,14,21,171,2,1.0
ilove camille,1,1333,Camille,Ignite,Teleport,4,8,3,14,20,153,2,0.9
ilove camille,0,1650,Irelia,Flash,Teleport,5,10,2,15,39,210,3,0.7
ilove camille,0,932,Gwen,Ignite,Teleport,3,4,0,9,21,94,3,0.8
ilove camille,0,1820,Irelia,Flash,Teleport,2,10,2,16,15,245,3,0.4
ilove camille,1,959,Ryze,Flash,Teleport,1,2,6,11,32,144,2,3.5
ilove camille,0,1488,Irelia,Flash,Teleport,4,9,1,14,38,218,4,0.6
ilove camille,1,1200,Jax,Flash,Teleport,1,7,3,12,17,132,0,0.6
ilove camille,1,1964,Camille,Ignite,Teleport,8,10,12,17,43,154,3,2.0
ilove camille,0,928,Irelia,Flash,Teleport,0,3,1,10,33,137,2,0.3
ilove camille,1,1301,Irelia,Flash,Teleport,2,1,4,15,22,238,1,6.0
ilove camille,0,1748,Ahri,Flash,Teleport,2,6,6,14,40,190,5,1.3
ilove camille,1,956,Camille,Ignite,Teleport,8,1,0,12,38,120,2,8.0
ilove camille,0,1899,Jax,Flash,Teleport,4,4,4,16,30,261,4,2.0
ilove camille,1,1964,Camille,Flash,Teleport,5,4,8,18,41,272,4,3.2
Carecare1,0,2347,Azir,Flash,Ignite,5,13,19,18,41,234,3,1.8
Carecare1,0,1280,Zoe,Flash,Ignite,1,4,1,11,17,153,2,0.5
Carecare1,1,1459,Zoe,Flash,Ignite,3,4,6,14,33,162,2,2.2
Carecare1,1,2154,Zoe,Flash,Ignite,13,4,5,17,44,235,5,4.5
Carecare1,0,920,Zoe,Flash,Ignite,1,8,1,8,67,60,0,0.2
Carecare1,1,1869,Zoe,Flash,Ignite,6,4,7,16,50,214,1,3.2
Carecare1,1,1031,Azir,Flash,Teleport,5,1,11,11,73,122,2,16.0
Carecare1,0,999,LeBlanc,Flash,Teleport,0,3,3,10,38,118,3,1.0
Carecare1,0,1643,Azir,Flash,Teleport,2,5,9,14,42,183,4,2.2
Carecare1,0,1747,Azir,Flash,Teleport,2,5,6,15,44,247,5,1.6
Carecare1,1,1451,LeBlanc,Flash,Ignite,14,1,8,16,59,217,3,22.0
Carecare1,0,1903,Azir,Flash,Teleport,7,5,5,18,33,309,6,2.4
Carecare1,0,1375,Azir,Flash,Teleport,5,5,4,13,47,172,1,1.8
Carecare1,1,1538,Azir,Flash,Teleport,3,4,9,15,32,199,3,3.0
Carecare1,1,1271,Kai'Sa,Flash,Heal,16,2,5,13,78,205,2,10.5
Carecare1,1,1740,Azir,Flash,Teleport,12,6,6,17,50,213,2,3.0
Carecare1,1,919,Azir,Flash,Teleport,2,1,2,11,21,116,4,4.0
Carecare1,0,1212,LeBlanc,Flash,Ignite,4,2,1,12,38,149,2,2.5
Carecare1,1,1415,Gangplank,Flash,Teleport,6,3,7,14,41,165,4,4.3
Carecare1,0,1211,Azir,Flash,Teleport,3,7,2,11,33,129,1,0.7
재훈이의모함,0,2296,Renata Glasc,Flash,Ignite,1,5,14,13,52,19,13,3.0
재훈이의모함,0,1265,Rakan,Flash,Ignite,0,3,7,9,50,17,7,2.3
재훈이의모함,1,2421,Sion,Flash,Teleport,8,4,13,18,49,283,3,5.2
재훈이의모함,1,940,Rakan,Flash,Ignite,1,0,10,9,65,30,5,13.2
재훈이의모함,0,990,Yuumi,Exhaust,Ignite,1,2,4,9,100,8,3,2.5
재훈이의모함,1,1633,Karma,Flash,Ignite,5,4,20,13,71,31,8,6.2
재훈이의모함,0,1303,Nami,Flash,Ignite,0,5,1,10,17,11,4,0.2
재훈이의모함,1,1250,Karma,Flash,Ignite,3,6,16,10,49,11,6,3.2
재훈이의모함,0,1509,Renata Glasc,Flash,Ignite,4,5,8,11,71,16,11,2.4
재훈이의모함,0,1368,Nami,Flash,Ignite,1,6,7,11,57,13,8,1.3
재훈이의모함,1,1415,Renata Glasc,Flash,Ignite,4,1,10,11,64,17,8,14.0
재훈이의모함,1,2567,Karma,Flash,Ignite,4,3,22,17,63,30,7,8.7
재훈이의모함,0,2011,Rakan,Flash,Ignite,2,4,15,12,85,19,7,4.2
재훈이의모함,1,1318,Tahm Kench,Flash,Ignite,1,1,8,11,47,36,5,9.0
재훈이의모함,0,1426,Nautilus,Flash,Ignite,0,5,7,9,50,32,8,1.4
재훈이의모함,1,1141,Alistar,Flash,Ignite,2,0,12,10,61,34,5,16.8
재훈이의모함,0,1314,Nami,Flash,Heal,2,6,9,10,55,3,4,1.8
재훈이의모함,1,2050,Lulu,Flash,Ignite,2,8,20,15,49,24,12,2.8
재훈이의모함,1,934,Karma,Flash,Ignite,5,1,14,10,68,11,4,19.0
재훈이의모함,0,1868,Karma,Flash,Ignite,4,9,19,13,61,9,13,2.6
꿀꿀벌이야,1,1325,Renata Glasc,Ignite,Flash,1,0,23,12,60,4,9,28.8
꿀꿀벌이야,1,1301,Alistar,Ignite,Flash,0,7,20,11,59,22,7,2.9
꿀꿀벌이야,0,1309,Nautilus,Ignite,Flash,0,4,5,10,63,27,12,1.2
꿀꿀벌이야,0,1188,Renata Glasc,Ignite,Flash,0,6,5,9,63,6,7,0.8
꿀꿀벌이야,0,1092,Karma,Ignite,Flash,2,2,2,8,57,16,7,2.0
꿀꿀벌이야,1,1193,Sett,Ghost,Flash,12,12,12,18,53,19,0,2.0
꿀꿀벌이야,1,605,Kai'Sa,Cleanse,Flash,13,4,9,12,100,37,0,5.5
꿀꿀벌이야,1,525,Sett,Ghost,Flash,2,2,8,11,50,21,0,5.0
꿀꿀벌이야,0,2144,Xayah,Heal,Flash,5,9,8,15,37,272,6,1.4
꿀꿀벌이야,0,1746,Yone,Teleport,Flash,3,7,5,15,31,228,4,1.1
꿀꿀벌이야,1,1756,LeBlanc,Ignite,Flash,7,6,7,15,30,155,4,2.3
꿀꿀벌이야,0,2100,Vex,Ignite,Flash,7,8,13,16,71,199,6,2.5
꿀꿀벌이야,1,2235,Irelia,Teleport,Flash,15,9,11,18,60,323,2,2.9
꿀꿀벌이야,1,1203,Xayah,Heal,Flash,11,1,11,12,61,164,4,22.0
꿀꿀벌이야,1,2072,Ezreal,Heal,Flash,10,6,6,15,36,250,2,2.7
꿀꿀벌이야,1,1372,Xayah,Heal,Flash,7,4,6,13,41,212,1,3.2
꿀꿀벌이야,1,2097,Lucian,Heal,Flash,16,8,17,17,63,277,1,4.1
꿀꿀벌이야,0,2382,Caitlyn,Heal,Flash,4,8,14,18,45,305,3,2.2
꿀꿀벌이야,1,1258,Xayah,Heal,Flash,12,4,6,12,78,180,2,4.5
nodfan,0,1443,Viego,Flash,Smite,1,5,6,13,47,140,1,1.4
nodfan,0,1431,Graves,Flash,Smite,4,5,5,13,56,168,4,1.8
nodfan,0,1031,Viego,Flash,Smite,2,5,7,9,90,76,3,1.8
nodfan,1,935,Viego,Flash,Smite,10,3,5,10,60,78,9,5.0
nodfan,1,1360,Kindred,Flash,Smite,16,6,7,15,62,158,2,3.8
nodfan,0,1449,Lee Sin,Flash,Smite,6,4,8,12,67,135,5,3.5
nodfan,0,1300,Ekko,Flash,Smite,1,3,5,12,46,158,0,2.0
nodfan,0,1453,Karthus,Flash,Smite,5,8,3,13,57,177,0,1.0
nodfan,1,1454,Karthus,Flash,Smite,16,1,11,16,79,240,4,27.0
nodfan,1,1108,Nidalee,Flash,Smite,10,0,10,12,71,138,3,24.0
nodfan,0,1876,Rek'Sai,Flash,Smite,10,5,7,15,50,149,6,3.4
nodfan,1,1484,Lillia,Flash,Smite,14,5,12,14,81,159,0,5.2
nodfan,1,2552,Karthus,Flash,Smite,14,11,16,18,64,323,3,2.7
nodfan,1,1348,Lee Sin,Flash,Smite,10,1,9,14,66,136,6,19.0
nodfan,0,1284,Hecarim,Ghost,Smite,1,6,7,11,44,98,2,1.3
nodfan,0,1146,Nidalee,Flash,Smite,2,1,0,9,100,100,2,2.0
nodfan,0,1649,Graves,Flash,Smite,17,4,5,16,59,228,5,5.5
nodfan,0,1712,Ekko,Flash,Smite,18,6,3,15,66,192,1,3.5
nodfan,1,1312,Graves,Flash,Smite,15,2,7,14,58,179,3,11.0
Dan Xiao Gu,0,1446,Graves,Smite,Flash,8,5,7,14,60,180,4,3.0
Dan Xiao Gu,1,1415,Draven,Heal,Flash,4,3,3,12,32,182,1,2.3
Dan Xiao Gu,0,1669,Viego,Smite,Flash,7,6,6,14,45,167,9,2.2
Dan Xiao Gu,0,1481,Viego,Smite,Flash,8,6,5,13,62,164,10,2.2
Dan Xiao Gu,1,1333,Viego,Smite,Flash,14,2,4,14,51,149,22,9.0
Dan Xiao Gu,1,1015,Draven,Heal,Flash,3,1,2,10,28,174,0,5.0
Dan Xiao Gu,1,1627,Graves,Smite,Flash,12,2,7,17,43,250,3,9.5
Dan Xiao Gu,0,1288,Graves,Smite,Flash,0,5,2,12,25,162,2,0.4
Dan Xiao Gu,1,1489,Viego,Smite,Flash,6,3,6,15,33,185,10,4.0
Dan Xiao Gu,0,1841,Lee Sin,Smite,Flash,14,8,8,15,79,155,13,2.8
Dan Xiao Gu,0,1301,Lee Sin,Smite,Flash,8,6,6,12,61,135,4,2.3
Dan Xiao Gu,0,1820,Lillia,Smite,Flash,8,3,6,17,54,215,3,4.7
Dan Xiao Gu,0,1945,Qiyana,Smite,Flash,6,5,1,16,54,249,7,1.4
Dan Xiao Gu,0,1488,Viego,Smite,Flash,0,6,5,12,38,148,7,0.8
Dan Xiao Gu,0,1735,Viego,Smite,Flash,3,5,9,14,57,180,11,2.4
Dan Xiao Gu,0,928,Graves,Smite,Flash,2,1,0,10,67,120,2,2.0
Dan Xiao Gu,1,1983,Qiyana,Smite,Flash,10,5,14,18,57,221,8,4.8
Dan Xiao Gu,1,1842,Yasuo,Exhaust,Flash,2,9,11,15,27,195,0,1.4
Dan Xiao Gu,1,1145,Draven,Heal,Flash,8,1,5,11,43,154,0,13.0
Dan Xiao Gu,0,1092,Ezreal,Heal,Flash,1,3,2,9,43,125,1,1.0
kxwqff,0,1964,Ekko,Flash,Smite,6,9,10,15,52,162,7,1.8
kxwqff,0,928,Kai'Sa,Flash,Cleanse,1,3,1,9,67,136,0,0.7
kxwqff,1,1398,Vex,Flash,Ignite,9,4,9,14,69,186,2,4.5
kxwqff,1,1363,Vex,Flash,Ignite,3,5,2,12,17,153,4,1.0
kxwqff,1,1426,Kai'Sa,Flash,Ignite,4,9,3,13,28,154,2,0.8
kxwqff,1,1342,Draven,Flash,Mark,14,14,28,18,61,67,0,3.0
kxwqff,0,1357,Graves,Flash,Smite,4,7,2,12,50,157,4,0.9
kxwqff,1,1841,Viego,Flash,Smite,23,4,8,18,48,185,23,7.8
kxwqff,0,1628,Xayah,Flash,Heal,1,7,2,12,27,157,2,0.4
kxwqff,1,1381,Diana,Flash,Smite,11,2,7,15,40,172,8,9.0
kxwqff,0,1364,Graves,Flash,Teleport,1,8,1,12,20,152,3,0.2
kxwqff,0,912,Kai'Sa,Flash,Ignite,0,6,1,10,14,120,0,0.2
kxwqff,0,1497,LeBlanc,Flash,Ignite,4,8,4,12,40,143,3,1.0
